date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:29:05	13815/13815	---M--	200	added ('OK')	image/jpeg	etag:%2235f7-566542f09a300%22	https://preview.colorlib.com/theme/appy/images/team-2.jpg	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/images/team-2.jpg	(from https://preview.colorlib.com/theme/appy/)
12:29:06	15484/15484	---M--	200	added ('OK')	image/jpeg	etag:%223c7c-566542f282780%22	https://preview.colorlib.com/theme/appy/images/team-3.jpg	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/images/team-3.jpg	(from https://preview.colorlib.com/theme/appy/)
12:29:06	33113/33113	---M--	200	added ('OK')	image/jpeg	etag:%228159-566542a637380%22	https://preview.colorlib.com/theme/appy/images/gallery-1.jpg	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/images/gallery-1.jpg	(from https://preview.colorlib.com/theme/appy/)
12:29:07	20968/20968	---M--	200	added ('OK')	image/jpeg	etag:%2251e8-566542a81f800%22	https://preview.colorlib.com/theme/appy/images/gallery-2.jpg	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/images/gallery-2.jpg	(from https://preview.colorlib.com/theme/appy/)
12:29:07	27318/27318	---M--	200	added ('OK')	image/jpeg	etag:%226ab6-566542aafbec0%22	https://preview.colorlib.com/theme/appy/images/gallery-3.jpg	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/images/gallery-3.jpg	(from https://preview.colorlib.com/theme/appy/)
12:29:07	29849/29849	---M--	200	added ('OK')	image/jpeg	etag:%227499-566542aa07c80%22	https://preview.colorlib.com/theme/appy/images/gallery-4.jpg	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/images/gallery-4.jpg	(from https://preview.colorlib.com/theme/appy/)
12:29:09	41175/41175	---M--	200	added ('OK')	image/png	etag:%22a0d7-56654298dd400%22	https://preview.colorlib.com/theme/appy/images/download-image.png	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/images/download-image.png	(from https://preview.colorlib.com/theme/appy/)
12:29:09	1629/1629	---M--	200	added ('OK')	image/png	etag:%2265d-566542749fe80%22	https://preview.colorlib.com/theme/appy/images/apple-icon.png	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/images/apple-icon.png	(from https://preview.colorlib.com/theme/appy/)
12:29:09	2068/2068	---M--	200	added ('OK')	image/png	etag:%22814-566542d7ce880%22	https://preview.colorlib.com/theme/appy/images/play-store-icon.png	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/theme/appy/images/play-store-icon.png	(from https://preview.colorlib.com/theme/appy/)
12:29:09	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226696a9e8-4d7%22	https://preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/mobile_recharge/preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://preview.colorlib.com/theme/appy/)
